decay constant(ns) || det. eff.
0.001 		      0.58614
0.002		      0.58502
0.005		      0.59576
0.01		      0.59972
0.02		      0.60552
0.05		      0.61188
0.1		      0.60436
0.2		      0.59802
0.5		      0.56038
1.0		      0.49574
2.0		      0.3665
5.0		      0.19656
10.0		      0.10942
15.0		      0.07606
20.0		      0.05728
